0.250000	-689.877764
0.260000	-689.827953
0.270000	-689.760587
0.280000	-689.668515
0.290000	-689.539684
0.300000	-689.351969
0.310000	-689.061014
0.320000	-688.570679
0.330000	-687.663753
0.340000	-685.877101
0.350000	-682.494351
0.360000	-677.288903
0.370000	-671.432591
0.380000	-666.109494
0.390000	-661.354141
0.400000	-656.849322
0.410000	-652.417484
0.420000	-647.991524
0.430000	-643.536724
0.440000	-639.013590
0.450000	-634.356676
0.460000	-629.490071
0.470000	-624.434348
0.480000	-619.422910
0.490000	-614.787995
0.500000	-610.657104
0.510000	-606.817802
0.520000	-602.829651
0.530000	-598.218102
0.540000	-592.691757
0.550000	-586.323469
0.560000	-579.496905
0.570000	-572.609921
0.580000	-565.871921
0.590000	-559.348193
0.600000	-553.073036
0.610000	-547.098427
0.620000	-541.490736
0.630000	-536.316946
0.640000	-531.634779
0.650000	-527.484266
0.660000	-523.879753
0.670000	-520.806302
0.680000	-518.223332
0.690000	-516.073676
0.700000	-514.293730
0.710000	-512.821427
0.720000	-511.600965
0.730000	-510.584746
0.740000	-509.733509
0.750000	-509.015538
0.760000	-508.405503
0.770000	-507.883291
0.780000	-507.432947
0.790000	-507.041799
0.800000	-506.699742
0.810000	-506.398681
0.820000	-506.132093
0.830000	-505.894690
0.840000	-505.682157
0.850000	-505.490952
0.860000	-505.318145
0.870000	-505.161301
0.880000	-505.018381
0.890000	-504.887669
0.900000	-504.767711
0.910000	-504.657271
0.920000	-504.555290
0.930000	-504.460857
0.940000	-504.373185
0.950000	-504.291591
0.960000	-504.215480
0.970000	-504.144329
0.980000	-504.077681
0.990000	-504.015132
1.000000	-503.956322
1.010000	-503.900936
1.020000	-503.848688
1.030000	-503.799326
1.040000	-503.752624
1.050000	-503.708376
1.060000	-503.666399
1.070000	-503.626527
1.080000	-503.588609
1.090000	-503.552509
1.100000	-503.518103
1.110000	-503.485276
1.120000	-503.453926
1.130000	-503.423958
1.140000	-503.395285
1.150000	-503.367826
1.160000	-503.341509
1.170000	-503.316266
1.180000	-503.292033
1.190000	-503.268754
1.200000	-503.246375
1.210000	-503.224846
1.220000	-503.204121
1.230000	-503.184157
1.240000	-503.164914
1.250000	-503.146355
1.260000	-503.128445
1.270000	-503.111152
1.280000	-503.094445
1.290000	-503.078296
1.300000	-503.062679
1.310000	-503.047568
1.320000	-503.032940
1.330000	-503.018773
1.340000	-503.005046
1.350000	-502.991740
1.360000	-502.978835
1.370000	-502.966316
1.380000	-502.954164
1.390000	-502.942366
1.400000	-502.930906
1.410000	-502.919770
1.420000	-502.908945
1.430000	-502.898419
1.440000	-502.888180
1.450000	-502.878217
1.460000	-502.868518
1.470000	-502.859075
1.480000	-502.849878
1.490000	-502.840916
1.500000	-502.832182
1.510000	-502.823668
1.520000	-502.815364
1.530000	-502.807265
1.540000	-502.799363
1.550000	-502.791650
1.560000	-502.784120
1.570000	-502.776768
1.580000	-502.769587
1.590000	-502.762571
1.600000	-502.755715
1.610000	-502.749014
1.620000	-502.742463
1.630000	-502.736056
1.640000	-502.729790
1.650000	-502.723659
1.660000	-502.717660
1.670000	-502.711789
1.680000	-502.706042
1.690000	-502.700414
1.700000	-502.694903
1.710000	-502.689504
1.720000	-502.684215
1.730000	-502.679033
1.740000	-502.673954
1.750000	-502.668975
1.760000	-502.664093
1.770000	-502.659307
1.780000	-502.654612
1.790000	-502.650007
1.800000	-502.645489
1.810000	-502.641056
1.820000	-502.636705
1.830000	-502.632434
1.840000	-502.628242
1.850000	-502.624125
1.860000	-502.620082
1.870000	-502.616112
1.880000	-502.612212
1.890000	-502.608380
1.900000	-502.604615
1.910000	-502.600915
1.920000	-502.597278
1.930000	-502.593704
1.940000	-502.590189
1.950000	-502.586734
1.960000	-502.583336
1.970000	-502.579994
1.980000	-502.576707
1.990000	-502.573473
2.000000	-502.570291
2.010000	-502.567160
2.020000	-502.564079
2.030000	-502.561047
2.040000	-502.558062
2.050000	-502.555124
2.060000	-502.552231
2.070000	-502.549383
2.080000	-502.546578
2.090000	-502.543815
2.100000	-502.541094
2.110000	-502.538413
2.120000	-502.535772
2.130000	-502.533171
2.140000	-502.530607
2.150000	-502.528080
2.160000	-502.525590
2.170000	-502.523135
2.180000	-502.520716
2.190000	-502.518331
2.200000	-502.515979
2.210000	-502.513660
2.220000	-502.511373
2.230000	-502.509118
2.240000	-502.506894
2.250000	-502.504700
2.260000	-502.502535
2.270000	-502.500400
2.280000	-502.498293
2.290000	-502.496215
2.300000	-502.494163
2.310000	-502.492139
2.320000	-502.490141
2.330000	-502.488169
2.340000	-502.486222
2.350000	-502.484301
2.360000	-502.482403
2.370000	-502.480530
2.380000	-502.478681
2.390000	-502.476854
2.400000	-502.475050
2.410000	-502.473269
2.420000	-502.471509
2.430000	-502.469771
2.440000	-502.468054
2.450000	-502.466358
2.460000	-502.464683
2.470000	-502.463027
2.480000	-502.461391
2.490000	-502.459774
