0.250000	0.033368
0.260000	0.045047
0.270000	0.061115
0.280000	0.084257
0.290000	0.119781
0.300000	0.178955
0.310000	0.287343
0.320000	0.505322
0.330000	0.970528
0.340000	1.923220
0.350000	3.413651
0.360000	4.540027
0.370000	4.437121
0.380000	3.893762
0.390000	3.582952
0.400000	3.477623
0.410000	3.454808
0.420000	3.464877
0.430000	3.500580
0.440000	3.575371
0.450000	3.712431
0.460000	3.891133
0.470000	3.976549
0.480000	3.805596
0.490000	3.418029
0.500000	3.066084
0.510000	2.992731
0.520000	3.303396
0.530000	3.942967
0.540000	4.681909
0.550000	5.213799
0.560000	5.397941
0.570000	5.336811
0.580000	5.184538
0.590000	5.004876
0.600000	4.793155
0.610000	4.533330
0.620000	4.219849
0.630000	3.856574
0.640000	3.453985
0.650000	3.029271
0.660000	2.604777
0.670000	2.202901
0.680000	1.840571
0.690000	1.526654
0.700000	1.262654
0.710000	1.045108
0.720000	0.868062
0.730000	0.724882
0.740000	0.609289
0.750000	0.515823
0.760000	0.439961
0.770000	0.378062
0.780000	0.327241
0.790000	0.285236
0.800000	0.250276
0.810000	0.220977
0.820000	0.196252
0.830000	0.175249
0.840000	0.157292
0.850000	0.141846
0.860000	0.128481
0.870000	0.116853
0.880000	0.106683
0.890000	0.097744
0.900000	0.089850
0.910000	0.082850
0.920000	0.076614
0.930000	0.071039
0.940000	0.066037
0.950000	0.061531
0.960000	0.057461
0.970000	0.053772
0.980000	0.050418
0.990000	0.047362
1.000000	0.044569
1.010000	0.042010
1.020000	0.039660
1.030000	0.037497
1.040000	0.035502
1.050000	0.033659
1.060000	0.031952
1.070000	0.030368
1.080000	0.028896
1.090000	0.027526
1.100000	0.026249
1.110000	0.025056
1.120000	0.023941
1.130000	0.022896
1.140000	0.021917
1.150000	0.020997
1.160000	0.020132
1.170000	0.019319
1.180000	0.018552
1.190000	0.017829
1.200000	0.017145
1.210000	0.016500
1.220000	0.015889
1.230000	0.015310
1.240000	0.014762
1.250000	0.014241
1.260000	0.013747
1.270000	0.013277
1.280000	0.012831
1.290000	0.012405
1.300000	0.012000
1.310000	0.011614
1.320000	0.011245
1.330000	0.010894
1.340000	0.010558
1.350000	0.010236
1.360000	0.009929
1.370000	0.009635
1.380000	0.009353
1.390000	0.009084
1.400000	0.008825
1.410000	0.008577
1.420000	0.008339
1.430000	0.008110
1.440000	0.007890
1.450000	0.007679
1.460000	0.007476
1.470000	0.007280
1.480000	0.007092
1.490000	0.006911
1.500000	0.006737
1.510000	0.006568
1.520000	0.006406
1.530000	0.006250
1.540000	0.006099
1.550000	0.005953
1.560000	0.005812
1.570000	0.005676
1.580000	0.005545
1.590000	0.005418
1.600000	0.005295
1.610000	0.005176
1.620000	0.005061
1.630000	0.004950
1.640000	0.004842
1.650000	0.004737
1.660000	0.004636
1.670000	0.004538
1.680000	0.004443
1.690000	0.004351
1.700000	0.004261
1.710000	0.004174
1.720000	0.004090
1.730000	0.004008
1.740000	0.003929
1.750000	0.003851
1.760000	0.003776
1.770000	0.003703
1.780000	0.003632
1.790000	0.003563
1.800000	0.003496
1.810000	0.003431
1.820000	0.003368
1.830000	0.003306
1.840000	0.003246
1.850000	0.003187
1.860000	0.003130
1.870000	0.003074
1.880000	0.003020
1.890000	0.002967
1.900000	0.002916
1.910000	0.002866
1.920000	0.002817
1.930000	0.002769
1.940000	0.002722
1.950000	0.002677
1.960000	0.002633
1.970000	0.002589
1.980000	0.002547
1.990000	0.002506
2.000000	0.002466
2.010000	0.002426
2.020000	0.002388
2.030000	0.002350
2.040000	0.002314
2.050000	0.002278
2.060000	0.002243
2.070000	0.002208
2.080000	0.002175
2.090000	0.002142
2.100000	0.002110
2.110000	0.002079
2.120000	0.002048
2.130000	0.002018
2.140000	0.001988
2.150000	0.001960
2.160000	0.001931
2.170000	0.001904
2.180000	0.001877
2.190000	0.001850
2.200000	0.001824
2.210000	0.001799
2.220000	0.001774
2.230000	0.001750
2.240000	0.001726
2.250000	0.001702
2.260000	0.001679
2.270000	0.001657
2.280000	0.001635
2.290000	0.001613
2.300000	0.001592
2.310000	0.001571
2.320000	0.001551
2.330000	0.001531
2.340000	0.001511
2.350000	0.001492
2.360000	0.001473
2.370000	0.001454
2.380000	0.001436
2.390000	0.001418
2.400000	0.001400
2.410000	0.001383
2.420000	0.001366
2.430000	0.001350
2.440000	0.001333
2.450000	0.001317
2.460000	0.001301
2.470000	0.001286
2.480000	0.001271
2.490000	0.001256
