127	-598	144222.74294185935286805033683777
127	-596	144226.51192582695512101054191589
127	-594	144230.24377649574307724833488464
127	-592	144233.96239345072535797953605652
127	-590	144237.65192072390345856547355652
127	-588	144241.31819155364064499735832214
127	-586	144244.95888572483090683817863464
127	-584	144248.58436620532302185893058777
127	-582	144252.21063980011967942118644714
127	-580	144255.78858494310406967997550964
127	-578	144259.36071475147036835551261902
127	-576	144262.89958975015906617045402527
127	-574	144266.41935277282027527689933777
127	-572	144269.93443358986405655741691589
127	-570	144273.42144787608413025736808777
127	-568	144276.89525896607665345072746277
127	-566	144280.35491450427798554301261902
127	-564	144283.79977497010258957743644714
127	-562	144287.21638301311759278178215027
127	-560	144290.62412898539332672953605652
127	-558	144294.00493149756221100687980652
127	-556	144297.37202397285727784037590027
127	-554	144300.73762779979733750224113464
127	-552	144304.05825410335091874003410339
127	-550	144307.37457963376073166728019714
127	-548	144310.66225580422906205058097839
127	-546	144313.94535021780757233500480652
127	-544	144317.21870623825816437602043152
127	-542	144320.47515319584636017680168152
127	-540	144323.71236501185921952128410339
127	-538	144326.92532209603814408183097839
127	-536	144330.10254311858443543314933777
127	-534	144333.27006501256255432963371277
127	-532	144336.42239859997062012553215027
127	-530	144339.56435744016198441386222839
127	-528	144342.66767374722985550761222839
127	-526	144345.76148172019748017191886902
127	-524	144348.84230666159419342875480652
127	-522	144351.89551340340403839945793152
127	-520	144354.91880922316340729594230652
127	-518	144357.91345338075188919901847839
127	-516	144360.89509204326895996928215027
127	-514	144363.85370964853791519999504089
127	-512	144366.79477741866139695048332214
127	-510	144369.71098287700442597270011902
127	-508	144372.59501853882102295756340027
127	-506	144375.44982581137446686625480652
127	-504	144378.21920386253623291850090027
127	-502	144380.56744560151128098368644714
128	-610	144203.66997159569291397929191589
128	-608	144207.55622092186240479350090027
128	-606	144211.40533934085397049784660339
128	-604	144215.21676516084698960185050964
128	-602	144218.99829410313395783305168152
128	-600	144222.75031508057145401835441589
128	-598	144226.48436115978984162211418152
128	-596	144230.18755141942529007792472839
128	-594	144233.87541932909516617655754089
128	-592	144237.53118606953648850321769714
128	-590	144241.17504487483529374003410339
128	-588	144244.78431165515212342143058777
128	-586	144248.39035418181447312235832214
128	-584	144251.96736164687899872660636902
128	-582	144255.52687949239043518900871277
128	-580	144259.07759841828374192118644714
128	-578	144262.61577498464612290263175964
128	-576	144266.12604096083668991923332214
128	-574	144269.63443155138520523905754089
128	-572	144273.10863355844048783183097839
128	-570	144276.58230585156707093119621277
128	-568	144280.03680321126012131571769714
128	-566	144283.47704910783795639872550964
128	-564	144286.88688025175360962748527527
128	-562	144290.27985365985659882426261902
128	-560	144293.66021725087193772196769714
128	-558	144297.01238604931859299540519714
128	-556	144300.35009839682606980204582214
128	-554	144303.64827271847752854228019714
128	-552	144306.94985533057479187846183777
128	-550	144310.22886066435603424906730652
128	-548	144313.47598030715016648173332214
128	-546	144316.71887366025475785136222839
128	-544	144319.95559463946847245097160339
128	-542	144323.16458432673243805766105652
128	-540	144326.35760603396920487284660339
128	-538	144329.52832538186339661478996277
128	-536	144332.67720748035935685038566589
128	-534	144335.81337714492110535502433777
128	-532	144338.90755989699391648173332214
128	-530	144342.00418382434872910380363464
128	-528	144345.06444095371989533305168152
128	-526	144348.10149677394656464457511902
128	-524	144351.10943694709567353129386902
128	-522	144354.10441617964534088969230652
128	-520	144357.08591635077027603983879089
128	-518	144360.04647597967414185404777527
128	-516	144362.98698031454114243388175964
128	-514	144365.90457486658124253153800964
128	-512	144368.79867353587178513407707214
