127	-690	144006.69269484429969452321529388
127	-688	144011.81266904025687836110591888
127	-686	144017.11712761371745727956295013
127	-684	144022.63664116113795898854732513
127	-682	144028.29012437313213013112545013
127	-680	144033.98065815269364975392818451
127	-678	144039.64662276356830261647701263
127	-676	144045.26351406573667190968990326
127	-674	144050.81510947793140076100826263
127	-672	144056.30827882289304398000240326
127	-670	144061.72888279854669235646724701
127	-668	144067.09108428060426376760005951
127	-666	144072.38621038346900604665279388
127	-664	144077.62071316092624329030513763
127	-662	144082.78717913627042435109615326
127	-660	144087.89589359014644287526607513
127	-658	144092.94782118647708557546138763
127	-656	144097.93848840295686386525630951
127	-654	144102.87979492693557403981685638
127	-652	144107.76408312618150375783443451
127	-650	144112.59625249504460953176021576
127	-648	144117.36864504366531036794185638
127	-646	144122.09364228099002502858638763
127	-644	144126.76897028236999176442623138
127	-642	144131.39080178886069916188716888
127	-640	144135.96787089257850311696529388
127	-638	144140.49841810911311767995357513
127	-636	144144.98338865637197159230709076
127	-634	144149.43096143900766037404537201
127	-632	144153.83278710543527267873287201
127	-630	144158.18790166973485611379146576
127	-628	144162.50463753342046402394771576
127	-626	144166.77995851784362457692623138
127	-624	144171.01851499974145554006099701
127	-622	144175.21714054941548965871334076
127	-620	144179.37770537435426376760005951
127	-618	144183.50220936685218475759029388
127	-616	144187.59034919887199066579341888
127	-614	144191.64645274131908081471920013
127	-612	144195.66585351675166748464107513
127	-610	144199.65042616575374267995357513
127	-608	144203.60286012440337799489498138
127	-606	144207.51540845780982635915279388
127	-604	144211.35195012539043091237545013
127	-602	144214.66035828887834213674068451
128	-690	144015.34796384870423935353755951
128	-688	144020.95579892545356415212154388
128	-686	144026.60666699110879562795162201
128	-684	144032.23934575318708084523677826
128	-682	144037.82930969595327042043209076
128	-680	144043.36243038027896545827388763
128	-678	144048.82918194084777496755123138
128	-676	144054.22948534935130737721920013
128	-674	144059.56856583952321670949459076
128	-672	144064.85134727656259201467037201
128	-670	144070.06964434831752441823482513
128	-668	144075.22522474973811767995357513
128	-666	144080.32619317769422195851802826
128	-664	144085.36292125433101318776607513
128	-662	144090.34604968279018066823482513
128	-660	144095.27559930234565399587154388
128	-658	144100.15490930675878189504146576
128	-656	144104.98276072143926285207271576
128	-654	144109.75594246535911224782466888
128	-652	144114.48034268021001480519771576
128	-650	144119.15298099964275024831295013
128	-648	144123.78088492303504608571529388
128	-646	144128.35750201492919586598873138
128	-644	144132.88304801433696411550045013
128	-642	144137.36824318169965408742427826
128	-640	144141.81296952962293289601802826
128	-638	144146.21479879468097351491451263
128	-636	144150.57181754856719635426998138
128	-634	144154.88414812981500290334224701
128	-632	144159.16227436214103363454341888
128	-630	144163.39869146197452209889888763
128	-628	144167.59808162748231552541255951
128	-626	144171.76443995683803223073482513
128	-624	144175.89640754609717987477779388
128	-622	144179.99027307479991577565670013
128	-620	144184.05054433047189377248287201
128	-618	144188.07756794392480514943599701
128	-616	144192.07241994290961883962154388
128	-614	144196.03593474774970673024654388
128	-612	144199.95361595004214905202388763
127	-610	144199.48035554884700104594230652
127	-608	144203.44293580501107499003410339
127	-606	144207.37034432141808792948722839
127	-604	144211.26422003953484818339347839
127	-602	144215.12257390021113678812980652
127	-600	144218.95354956685332581400871277
